ipOwner,ipOwner_type,ipOwner_scale,ipOwner_commercial,ipOwner_country,ipOwner_region,ipOwner_country_match,ipOwner_abuse_reports,ipOwner_blacklist_flag,ipOwner_vpn_proxy_flag,ipOwner_tor_flag,ipOwner_asn,ipOwner_as_size,ipOwner_as_age,ipOwner_mobile_flag
JSC Ritc,корпоративная сеть,национальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Apex Telecom Ltd.,ISP,национальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
OOO Finsovet Audit,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
OOO Semtem,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Sakhalin Energy Limited Liability Company,корпоративная сеть,локальный,да,Россия,Сахалинская область,да,0,нет,нет,нет,12345,256,10,нет
Orehovo-Zuevo-2 Netflow Pool,корпоративная сеть,локальный,да,Россия,Московская область,да,5,нет,нет,нет,AS12345,256,10,нет
PPPoE XDSL Links in Khabarovsk City ATS-536 Node,корпоративная сеть,локальный,да,Россия,Хабаровский край,да,0,нет,нет,нет,AS12345,256,5,нет
Syn Ltd,корпоративная сеть,локальный,да,Австралия,Новый Южный Уэльс,да,0,нет,нет,нет,AS12345,256,5,нет
OOOSET Net,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Company Uraltranskom Ltd.,корпоративная сеть,локальный,да,Россия,Урал,да,0,нет,нет,нет,AS12345,256,10,нет
Educational Fund Talent and Success,университет,локальный,нет,США,Калифорния,да,0,нет,нет,нет,AS12345,256,5,нет
ZAO Dag Holding,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
IP Davidov Sergej Anatolevich,корпоративная сеть,локальный,нет,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
OOO As-KompYuters,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Starlink 982699516113420358 Sfiabgr1 Ipv,ISP,international,true,USA,various,true,low,false,false,false,982699,large,2,false
VostokMediaSvyaz Ltd.,корпоративная сеть,локальный,да,Россия,Дальний Восток,да,5,нет,нет,нет,AS12345,256,10,нет
Zummer LLC,корпоративная сеть,локальный,да,США,Калифорния,да,5,нет,нет,нет,12345,256,10,нет
Veelan LLC Network,корпоративная сеть,локальный,да,США,Калифорния,да,5,нет,нет,нет,12345,256,10,нет
Technology & Networks LLC,корпоративная сеть,локальный,да,США,Калифорния,да,5,нет,нет,нет,12345,256,10,нет
Trinet Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
CJSC Contact TV,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
OAO MezhregionalNyj Centr Sertifikacii,корпоративная сеть,национальный,некоммерческий,Россия,Московская область,да,5,нет,нет,нет,AS12345,256,10,нет
Alfa-Ved LLC,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
New-Com Trade Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,0,нет,нет,нет,AS12345,256,5,нет
Lite-Telecom Limited,ISP,национальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Velcom AZS LLC,корпоративная сеть,локальный,да,Азербайджан,Баку,да,5,нет,нет,нет,AS12345,256,10,нет
OJSC Rstelecom Nizhny Novgorod,корпоративная сеть,национальный,да,Россия,Нижегородская область,да,5,нет,нет,нет,12345,1000,10,нет
Poluhin V.A. Pe,корпоративная сеть,локальный,некоммерческий,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
Victory Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
ZAO IndustrialNaya Elektrotehnika Xxi,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,12345,256,5,нет
Potok-Telecom Ltd.,ISP,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
Svyazservice Ltd,ISP,национальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Individual Ihor Olehovich Zhuravlyov,индивидуальный,локальный,нет,UA,Киев,да,0,нет,нет,нет,N/A,N/A,N/A,нет
Cloud FSN,облако,международный,да,США,Калифорния,да,5,нет,да,нет,AS12345,10000,10,нет
Luhovicy Flate Rate Pool,дата-центр,локальный,да,Россия,Московская область,да,5,нет,да,нет,AS12345,256,10,нет
Atlas Telecom Ltd.,корпоративная сеть,национальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Rostovskaya Proizvodstvennaya Kompaniya Ltd.,корпоративная сеть,локальный,да,Россия,Ростовская область,да,0,нет,нет,нет,неизвестен,неизвестен,неизвестен,нет
COMSTAR Telecommunications,ISP,национальный,да,Россия,Москва,да,5,нет,нет,нет,8359,1024,20,нет
Gigabit LLC,ISP,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
CHAIKOF Ltd.,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
Altura Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
OOO Admiral,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
Modus LLC,корпоративная сеть,локальный,да,США,Калифорния,да,5,нет,нет,нет,AS12345,256,10,нет
Additional Assignment for ADSL Customers,ISP,национальный,да,Россия,Центральный,да,5,нет,нет,нет,12345,1000,10,нет
JSC Sibel Telecom,корпоративная сеть,национальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
UEIP-TELECOM Ltd.,корпоративная сеть,национальный,да,Украина,Киев,да,5,нет,нет,нет,AS12345,256,10,нет
OOO Imperial,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
Electron-Service Ltd.,корпоративная сеть,локальный,да,Великобритания,Лондон,да,5,нет,нет,нет,AS12345,256,10,нет
Teledom LLC,ISP,локальный,да,Россия,Москва,да,5,нет,нет,нет,AS12345,256,10,нет
Rocket Telecom Center LLC,корпоративная сеть,локальный,да,США,Калифорния,да,5,нет,нет,нет,AS12345,256,10,нет
Municipal unitary enterprise of the Murom district EFIR,госорган,локальный,нет,Россия,Владимирская область,да,0,нет,нет,нет,NA,NA,NA,нет
Azeronline Net,ISP,национальный,да,Азербайджан,Баку,да,5,нет,нет,нет,AS20485,256,15,нет
VipNet Ltd,корпоративная сеть,локальный,да,Россия,Москва,да,5,нет,нет,нет,12345,256,10,нет
OOO Plej 2001,корпоративная сеть,локальный,да,Россия,Москва,да,0,нет,нет,нет,AS12345,256,5,нет
LLC Inter-Svyaz-Group,корпоративная сеть,локальный,да,Россия,Сибирский,да,5,нет,нет,нет,AS12345,256,10,нет
